,name,tags,emoji
1290,man golfing type 4,"['man', 'golfing', 'type']",?猷?琉???끋??
1291,man golfing type 5,"['man', 'golfing', 'type']",?猷?琉???끋??
1292,man golfing type 6,"['man', 'golfing', 'type']",?猷?琉???끋??
1293,woman golfing,"['woman', 'golfing']",?猷롦닼琉는????
1294,woman golfing type 1 2,"['woman', 'golfing', 'type']",?猷?琉?????
1295,woman golfing type 3,"['woman', 'golfing', 'type']",?猷?琉?????
1296,woman golfing type 4,"['woman', 'golfing', 'type']",?猷?琉?????
1297,woman golfing type 5,"['woman', 'golfing', 'type']",?猷?琉?????
1298,woman golfing type 6,"['woman', 'golfing', 'type']",?猷?琉?????
1299,surfer,[],?猷?
1300,surfer,[],?猷?琉?
1301,surfer,[],?猷?琉?
1302,surfer,[],?猷?琉?
1303,surfer,[],?猷?琉?
1304,surfer,[],?猷?琉?
1305,man surfing,"['man', 'surfing']",?猷???끋??
1306,man surfing type 1 2,"['man', 'surfing', 'type']",?猷?琉???끋??
1307,man surfing type 3,"['man', 'surfing', 'type']",?猷?琉???끋??
1308,man surfing type 4,"['man', 'surfing', 'type']",?猷?琉???끋??
1309,man surfing type 5,"['man', 'surfing', 'type']",?猷?琉???끋??
1310,man surfing type 6,"['man', 'surfing', 'type']",?猷?琉???끋??
1311,woman surfing,"['woman', 'surfing']",?猷?????
1312,woman surfing type 1 2,"['woman', 'surfing', 'type']",?猷?琉?????
1313,woman surfing type 3,"['woman', 'surfing', 'type']",?猷?琉?????
1314,woman surfing type 4,"['woman', 'surfing', 'type']",?猷?琉?????
1315,woman surfing type 5,"['woman', 'surfing', 'type']",?猷?琉?????
1316,woman surfing type 6,"['woman', 'surfing', 'type']",?猷?琉?????
1317,rowboat,[],???
1318,rowboat,[],???琉?
1319,rowboat,[],???琉?
1320,rowboat,[],???琉?
1321,rowboat,[],???琉?
1322,rowboat,[],???琉?
1323,man rowing boat,"['man', 'rowing', 'boat']",?????끋??
1324,man rowing boat type 1 2,"['man', 'rowing', 'boat', 'type']",???琉???끋??
1325,man rowing boat type 3,"['man', 'rowing', 'boat', 'type']",???琉???끋??
1326,man rowing boat type 4,"['man', 'rowing', 'boat', 'type']",???琉???끋??
1327,man rowing boat type 5,"['man', 'rowing', 'boat', 'type']",???琉???끋??
1328,man rowing boat type 6,"['man', 'rowing', 'boat', 'type']",???琉???끋??
1329,woman rowing boat,"['woman', 'rowing', 'boat']",???????
1330,woman rowing boat type 1 2,"['woman', 'rowing', 'boat', 'type']",???琉?????
1331,woman rowing boat type 3,"['woman', 'rowing', 'boat', 'type']",???琉?????
1332,woman rowing boat type 4,"['woman', 'rowing', 'boat', 'type']",???琉?????
1333,woman rowing boat type 5,"['woman', 'rowing', 'boat', 'type']",???琉?????
1334,woman rowing boat type 6,"['woman', 'rowing', 'boat', 'type']",???琉?????
1335,swimmer,['swimmer'],?猷?
1336,swimmer,['swimmer'],?猷?琉?
1337,swimmer,['swimmer'],?猷?琉?
1338,swimmer,['swimmer'],?猷?琉?
1339,swimmer,['swimmer'],?猷?琉?
1340,swimmer,['swimmer'],?猷?琉?
1341,man swimming,"['man', 'swimming']",?猷???끋??
1342,man swimming type 1 2,"['man', 'swimming', 'type']",?猷?琉???끋??
1343,man swimming type 3,"['man', 'swimming', 'type']",?猷?琉???끋??
1344,man swimming type 4,"['man', 'swimming', 'type']",?猷?琉???끋??
1345,man swimming type 5,"['man', 'swimming', 'type']",?猷?琉???끋??
1346,man swimming type 6,"['man', 'swimming', 'type']",?猷?琉???끋??
1347,woman swimming,"['woman', 'swimming']",?猷?????
1348,woman swimming type 1 2,"['woman', 'swimming', 'type']",?猷?琉?????
1349,woman swimming type 3,"['woman', 'swimming', 'type']",?猷?琉?????
1350,woman swimming type 4,"['woman', 'swimming', 'type']",?猷?琉?????
1351,woman swimming type 5,"['woman', 'swimming', 'type']",?猷?琉?????
1352,woman swimming type 6,"['woman', 'swimming', 'type']",?猷?琉?????
1353,person with ball,"['person', 'ball']",??
1354,person with ball,"['person', 'ball']",?諭낆쐠?
1355,person with ball,"['person', 'ball']",?諭낆쐠?
1356,person with ball,"['person', 'ball']",?諭낆쐠?
1357,person with ball,"['person', 'ball']",?諭낆쐠?
1358,person with ball,"['person', 'ball']",?諭낆쐠?
1359,man with ball,"['man', 'ball']",?諭꾪닔???끋??
1360,man with ball type 1 2,"['man', 'ball', 'type']",?諭낆쐠?샕??끋??
1361,man with ball type 3,"['man', 'ball', 'type']",?諭낆쐠?꽷??끋??
1362,man with ball type 4,"['man', 'ball', 'type']",?諭낆쐠?㈑??끋??
1363,man with ball type 5,"['man', 'ball', 'type']",?諭낆쐠?꽷??끋??
1364,man with ball type 6,"['man', 'ball', 'type']",?諭낆쐠?떷??끋??
1365,woman with ball,"['woman', 'ball']",?諭꾪닔?????
1366,woman with ball type 1 2,"['woman', 'ball', 'type']",?諭낆쐠?샕????
1367,woman with ball type 3,"['woman', 'ball', 'type']",?諭낆쐠?꽷????
1368,woman with ball type 4,"['woman', 'ball', 'type']",?諭낆쐠?㈑????
1369,woman with ball type 6,"['woman', 'ball', 'type']",?諭낆쐠?떷????
1370,woman with ball type 5,"['woman', 'ball', 'type']",?諭낆쐠?꽷????
1371,weight lifter,"['weight', 'lifter']",?猷?
1372,weight lifter,"['weight', 'lifter']",?猷?琉?
1373,weight lifter,"['weight', 'lifter']",?猷?琉?
1374,weight lifter,"['weight', 'lifter']",?猷?琉?
1375,weight lifter,"['weight', 'lifter']",?猷?琉?
1376,weight lifter,"['weight', 'lifter']",?猷?琉?
1377,man weight lifting,"['man', 'weight', 'lifting']",?猷띷닼琉는??끋??
1378,man weight lifting type 1 2,"['man', 'weight', 'lifting', 'type']",?猷?琉???끋??
1379,man weight lifting type 3,"['man', 'weight', 'lifting', 'type']",?猷?琉???끋??
1380,man weight lifting type 4,"['man', 'weight', 'lifting', 'type']",?猷?琉???끋??
1381,man weight lifting type 5,"['man', 'weight', 'lifting', 'type']",?猷?琉???끋??
1382,man weight lifting type 6,"['man', 'weight', 'lifting', 'type']",?猷?琉???끋??
1383,woman weight lifting,"['woman', 'weight', 'lifting']",?猷띷닼琉는????
1384,woman weight lifting type 1 2,"['woman', 'weight', 'lifting', 'type']",?猷?琉?????
1385,woman weight lifting type 3,"['woman', 'weight', 'lifting', 'type']",?猷?琉?????
1386,woman weight lifting type 4,"['woman', 'weight', 'lifting', 'type']",?猷?琉?????
1387,woman weight lifting type 5,"['woman', 'weight', 'lifting', 'type']",?猷?琉?????
1388,woman weight lifting type 6,"['woman', 'weight', 'lifting', 'type']",?猷?琉?????
1389,bicyclist,[],???
1390,bicyclist,[],???琉?
1391,bicyclist,[],???琉?
1392,bicyclist,[],???琉?
1393,bicyclist,[],???琉?
1394,bicyclist,[],???琉?
1395,man biking,"['man', 'biking']",?????끋??
1396,man biking type 1 2,"['man', 'biking', 'type']",???琉???끋??
1397,man biking type 3,"['man', 'biking', 'type']",???琉???끋??
1398,man biking type 4,"['man', 'biking', 'type']",???琉???끋??
1399,man biking type 5,"['man', 'biking', 'type']",???琉???끋??
1400,man biking type 6,"['man', 'biking', 'type']",???琉???끋??
1401,woman biking,"['woman', 'biking']",???????
1402,woman biking type 1 2,"['woman', 'biking', 'type']",???琉?????
1403,woman biking type 3,"['woman', 'biking', 'type']",???琉?????
1404,woman biking type 4,"['woman', 'biking', 'type']",???琉?????
1405,woman biking type 5,"['woman', 'biking', 'type']",???琉?????
1406,woman biking type 6,"['woman', 'biking', 'type']",???琉?????
1407,mountain bicyclist,"['mountain', 'bicyclist']",???
1408,mountain bicyclist,"['mountain', 'bicyclist']",???琉?
1409,mountain bicyclist,"['mountain', 'bicyclist']",???琉?
1410,mountain bicyclist,"['mountain', 'bicyclist']",???琉?
1411,mountain bicyclist,"['mountain', 'bicyclist']",???琉?
1412,mountain bicyclist,"['mountain', 'bicyclist']",???琉?
1413,man mountain biking,"['man', 'mountain', 'biking']",?????끋??
1414,man mountain biking type 1 2,"['man', 'mountain', 'biking', 'type']",???琉???끋??
1415,man mountain biking type 3,"['man', 'mountain', 'biking', 'type']",???琉???끋??
1416,man mountain biking type 4,"['man', 'mountain', 'biking', 'type']",???琉???끋??
1417,man mountain biking type 5,"['man', 'mountain', 'biking', 'type']",???琉???끋??
1418,man mountain biking type 6,"['man', 'mountain', 'biking', 'type']",???琉???끋??
1419,woman mountain biking,"['woman', 'mountain', 'biking']",???????
1420,woman mountain biking type 1 2,"['woman', 'mountain', 'biking', 'type']",???琉?????
1421,woman mountain biking type 3,"['woman', 'mountain', 'biking', 'type']",???琉?????
1422,woman mountain biking type 4,"['woman', 'mountain', 'biking', 'type']",???琉?????
1423,woman mountain biking type 5,"['woman', 'mountain', 'biking', 'type']",???琉?????
1424,woman mountain biking type 6,"['woman', 'mountain', 'biking', 'type']",???琉?????
1425,person doing cartwheel,"['person', 'doing', 'cartwheel']",???
1426,person doing cartwheel,"['person', 'doing', 'cartwheel']",???琉?
1427,person doing cartwheel,"['person', 'doing', 'cartwheel']",???琉?
1428,person doing cartwheel,"['person', 'doing', 'cartwheel']",???琉?
1429,person doing cartwheel,"['person', 'doing', 'cartwheel']",???琉?
1430,person doing cartwheel,"['person', 'doing', 'cartwheel']",???琉?
1431,man doing cartwheel,"['man', 'doing', 'cartwheel']",?????끋??
1432,man doing cartwheel type 1 2,"['man', 'doing', 'cartwheel', 'type']",???琉???끋??
1433,man doing cartwheel type 3,"['man', 'doing', 'cartwheel', 'type']",???琉???끋??
1434,man doing cartwheel type 4,"['man', 'doing', 'cartwheel', 'type']",???琉???끋??
1435,man doing cartwheel type 5,"['man', 'doing', 'cartwheel', 'type']",???琉???끋??
1436,man doing cartwheel type 6,"['man', 'doing', 'cartwheel', 'type']",???琉???끋??
1437,woman doing cartwheel,"['woman', 'doing', 'cartwheel']",???????
1438,woman doing cartwheel type 1 2,"['woman', 'doing', 'cartwheel', 'type']",???琉?????
1439,woman doing cartwheel type 3,"['woman', 'doing', 'cartwheel', 'type']",???琉?????
1440,woman doing cartwheel type 4,"['woman', 'doing', 'cartwheel', 'type']",???琉?????
1441,woman doing cartwheel type 5,"['woman', 'doing', 'cartwheel', 'type']",???琉?????
1442,woman doing cartwheel type 6,"['woman', 'doing', 'cartwheel', 'type']",???琉?????
1443,wrestlers,['wrestlers'],???
1444,men wrestling,"['men', 'wrestling']",?????끋??
1445,women wrestling,"['women', 'wrestling']",???????
1446,water polo,"['water', 'polo']",???
1447,water polo,"['water', 'polo']",???琉?
1448,water polo,"['water', 'polo']",???琉?
1449,water polo,"['water', 'polo']",???琉?
1450,water polo,"['water', 'polo']",???琉?
1451,water polo,"['water', 'polo']",???琉?
1452,man playing water polo,"['man', 'playing', 'water', 'polo']",?????끋??
1453,man playing water polo type 1 2,"['man', 'playing', 'water', 'polo', 'type']",???琉???끋??
1454,man playing water polo type 3,"['man', 'playing', 'water', 'polo', 'type']",???琉???끋??
1455,man playing water polo type 4,"['man', 'playing', 'water', 'polo', 'type']",???琉???끋??
1456,man playing water polo type 5,"['man', 'playing', 'water', 'polo', 'type']",???琉???끋??
1457,man playing water polo type 6,"['man', 'playing', 'water', 'polo', 'type']",???琉???끋??
1458,woman playing water polo,"['woman', 'playing', 'water', 'polo']",???????
1459,woman playing water polo type 1 2,"['woman', 'playing', 'water', 'polo', 'type']",???琉?????
1460,woman playing water polo type 3,"['woman', 'playing', 'water', 'polo', 'type']",???琉?????
1461,woman playing water polo type 4,"['woman', 'playing', 'water', 'polo', 'type']",???琉?????
1462,woman playing water polo type 5,"['woman', 'playing', 'water', 'polo', 'type']",???琉?????
1463,woman playing water polo type 6,"['woman', 'playing', 'water', 'polo', 'type']",???琉?????
1464,handball,[],???
1465,handball,[],???琉?
1466,handball,[],???琉?
1467,handball,[],???琉?
1468,handball,[],???琉?
1469,handball,[],???琉?
1470,man playing handball,"['man', 'playing', 'handball']",?????끋??
1471,man playing handball type 1 2,"['man', 'playing', 'type']",???琉???끋??
1472,man playing handball type 3,"['man', 'playing', 'type']",???琉???끋??
1473,man playing handball type 4,"['man', 'playing', 'type']",???琉???끋??
1474,man playing handball type 5,"['man', 'playing', 'type']",???琉???끋??
1475,man playing handball type 6,"['man', 'playing', 'type']",???琉???끋??
1476,woman playing handball,"['woman', 'playing', 'handball']",???????
1477,woman playing handball type 1 2,"['woman', 'playing', 'type']",???琉?????
1478,woman playing handball type 3,"['woman', 'playing', 'type']",???琉?????
1479,woman playing handball type 4,"['woman', 'playing', 'type']",???琉?????
1480,woman playing handball type 5,"['woman', 'playing', 'type']",???琉?????
1481,woman playing handball type 6,"['woman', 'playing', 'type']",???琉?????
1482,juggling,['juggling'],???
1483,juggling,['juggling'],???琉?
1484,juggling,['juggling'],???琉?
1485,juggling,['juggling'],???琉?
1486,juggling,['juggling'],???琉?
1487,juggling,['juggling'],???琉?
1488,man juggling,"['man', 'juggling']",?????끋??
1489,man juggling type 1 2,"['man', 'juggling', 'type']",???琉???끋??
1490,man juggling type 3,"['man', 'juggling', 'type']",???琉???끋??
1491,man juggling type 4,"['man', 'juggling', 'type']",???琉???끋??
1492,man juggling type 5,"['man', 'juggling', 'type']",???琉???끋??
1493,man juggling type 6,"['man', 'juggling', 'type']",???琉???끋??
1494,woman juggling,"['woman', 'juggling']",???????
1495,woman juggling type 1 2,"['woman', 'juggling', 'type']",???琉?????
1496,woman juggling type 3,"['woman', 'juggling', 'type']",???琉?????
1497,woman juggling type 4,"['woman', 'juggling', 'type']",???琉?????
1498,woman juggling type 5,"['woman', 'juggling', 'type']",???琉?????
1499,woman juggling type 6,"['woman', 'juggling', 'type']",???琉?????
1500,person in lotus position,"['person', 'position']",?彛?
1501,person in lotus position,"['person', 'position']",?彛?琉?
1502,person in lotus position,"['person', 'position']",?彛?琉?
1503,person in lotus position,"['person', 'position']",?彛?琉?
1504,person in lotus position,"['person', 'position']",?彛?琉?
1505,person in lotus position,"['person', 'position']",?彛?琉?
1506,man in lotus position,"['man', 'position']",?彛???끋??
1507,man in lotus position light skin tone,"['man', 'skin', 'tone']",?彛?琉???끋??
1508,man in lotus position medium light skin tone,"['man', 'position', 'medium', 'light', 'skin', 'tone']",?彛?琉???끋??
1509,man in lotus position medium skin tone,"['man', 'medium', 'skin', 'tone']",?彛?琉???끋??
1510,man in lotus position medium dark skin tone,"['man', 'medium', 'dark', 'skin', 'tone']",?彛?琉???끋??
1511,man in lotus position dark skin tone,"['man', 'skin', 'tone']",?彛?琉???끋??
1512,woman in lotus position,"['woman', 'position']",?彛?????
1513,woman in lotus position light skin tone,"['woman', 'skin', 'tone']",?彛?琉?????
1514,woman in lotus position medium light skin tone,"['woman', 'position', 'medium', 'light', 'skin', 'tone']",?彛?琉?????
1515,woman in lotus position medium skin tone,"['woman', 'medium', 'skin', 'tone']",?彛?琉?????
1516,woman in lotus position medium dark skin tone,"['woman', 'medium', 'dark', 'skin', 'tone']",?彛?琉?????
1517,woman in lotus position dark skin tone,"['woman', 'skin', 'tone']",?彛?琉?????
1518,bath,['bath'],??
1519,bath,['bath'],???琉?
1520,bath,['bath'],???琉?
1521,bath,['bath'],???琉?
1522,bath,['bath'],???琉?
1523,bath,['bath'],???琉?
1524,sleeping accommodation,"['sleeping', 'accommodation']",???
1525,two women holding hands,"['women', 'holding', 'hands']",?維?
1526,man and woman holding hands,"['man', 'woman', 'holding', 'hands']",?維?
1527,two men holding hands,"['men', 'holding', 'hands']",?維?
1528,kiss,[],?裕
1529,kiss woman man,"['woman', 'man']",?維???뵇?るㅄ??낆쐥?◈?낆쐣?
1530,kiss man man,"['man', 'man']",?維???뵇?るㅄ??낆쐥?◈?낆쐣?
1531,kiss woman woman,"['woman', 'woman']",?維???뵇?るㅄ??낆쐥?◈?낆쐣?
1532,couple with heart,"['couple', 'heart']",?裕?
1533,couple with heart woman man,"['couple', 'heart', 'woman', 'man']",?維???뵇?るㅄ??낆쐣?
1534,couple with heart man man,"['couple', 'heart', 'man', 'man']",?維???뵇?るㅄ??낆쐣?
1535,couple with heart woman woman,"['couple', 'heart', 'woman', 'woman']",?維???뵇?るㅄ??낆쐣?
1536,family man woman boy,"['family', 'man', 'woman', 'boy']",?維??낆쐣?굿?낆쐣?
1537,family man woman girl,"['family', 'man', 'woman', 'girl']",?維??낆쐣?굿?낆쐣?
1538,family man woman girl boy,"['family', 'man', 'woman', 'girl', 'boy']",?維??낆쐣?굿?낆쐣???낆쐣?
1539,family man woman boy boy,"['family', 'man', 'woman', 'boy', 'boy']",?維??낆쐣?굿?낆쐣?
1540,family man woman girl girl,"['family', 'man', 'woman', 'girl', 'girl']",?維??낆쐣?굿?낆쐣?
1541,family man man boy,"['family', 'man', 'man', 'boy']",?維??낆쐣?Β?낆쐣?
1542,family man man girl,"['family', 'man', 'man', 'girl']",?維??낆쐣?Β?낆쐣?
1543,family man man girl boy,"['family', 'man', 'man', 'girl', 'boy']",?維??낆쐣?Β?낆쐣???낆쐣?
1544,family man man boy boy,"['family', 'man', 'man', 'boy', 'boy']",?維??낆쐣?Β?낆쐣?
1545,family man man girl girl,"['family', 'man', 'man', 'girl', 'girl']",?維??낆쐣?Β?낆쐣?
1546,family woman woman boy,"['family', 'woman', 'woman', 'boy']",?維??낆쐣?굿?낆쐣?
1547,family woman woman girl,"['family', 'woman', 'woman', 'girl']",?維??낆쐣?굿?낆쐣?
1548,family woman woman girl boy,"['family', 'woman', 'woman', 'girl', 'boy']",?維??낆쐣?굿?낆쐣???낆쐣?
1549,family woman woman boy boy,"['family', 'woman', 'woman', 'boy', 'boy']",?維??낆쐣?굿?낆쐣?
1550,family woman woman girl girl,"['family', 'woman', 'woman', 'girl', 'girl']",?維??낆쐣?굿?낆쐣?
1551,family,['family'],?維?
1552,family man boy,"['family', 'man', 'boy']",?維??낆쐣?Β?낆쐣?
1553,family man boy boy,"['family', 'man', 'boy', 'boy']",?維??낆쐣?Β?낆쐣?
1554,family man girl,"['family', 'man', 'girl']",?維??낆쐣?Β?낆쐣?
1555,family man girl boy,"['family', 'man', 'girl', 'boy']",?維??낆쐣?Β?낆쐣???낆쐣?
1556,family man girl girl,"['family', 'man', 'girl', 'girl']",?維??낆쐣?Β?낆쐣?
1557,family woman boy,"['family', 'woman', 'boy']",?維??낆쐣?굿?낆쐣?
1558,family woman boy boy,"['family', 'woman', 'boy', 'boy']",?維??낆쐣?굿?낆쐣?
1559,family woman girl,"['family', 'woman', 'girl']",?維??낆쐣?굿?낆쐣?
1560,family woman girl boy,"['family', 'woman', 'girl', 'boy']",?維??낆쐣?굿?낆쐣???낆쐣?
1561,family woman girl girl,"['family', 'woman', 'girl', 'girl']",?維??낆쐣?굿?낆쐣?
1562,speaking head in silhouette,"['speaking', 'head', 'silhouette']",?肉?
1563,bust in silhouette,['silhouette'],?維
1564,busts in silhouette,"['busts', 'silhouette']",?維?
1565,footprints,['footprints'],?紐?
1566,monkey face,"['monkey', 'face']",?留?
1567,monkey,[],?由?
1568,gorilla,[],?已?
1569,dog face,"['dog', 'face']",?留?
1570,dog,['dog'],?由?
1571,poodle,['poodle'],?留?
1572,wolf face,['face'],?留?
1573,fox face,"['fox', 'face']",?已?
1574,raccoon,['raccoon'],?弛?
1575,cat face,['cat'],?留?
1576,cat,['cat'],?由?
1577,lion face,"['lion', 'face']",?已?
1578,tiger face,"['tiger', 'face']",?留?
1579,tiger,['tiger'],?由?
1580,leopard,['leopard'],?由?
1581,horse face,"['horse', 'face']",?留?
1582,horse,['horse'],?由?
1583,unicorn face,"['unicorn', 'face']",?已?
1584,zebra face,"['zebra', 'face']",?已?
1585,deer,['deer'],?已?
1586,cow face,"['cow', 'face']",?留?
1587,ox,['ox'],?由?
1588,water buffalo,['buffalo'],?由?
1589,cow,['cow'],?由?
1590,pig face,"['pig', 'face']",?留?
1591,pig,['pig'],?由?
1592,boar,['boar'],?由?
1593,pig nose,['nose'],?留?
1594,ram,[],?由?
1595,sheep,['sheep'],?由?
1596,goat,[],?由?
1597,dromedary camel,"['dromedary', 'camel']",?留?
1598,bactrian camel,['camel'],?留?
1599,llama,[],?弛?
1600,giraffe face,"['giraffe', 'face']",?已?
1601,elephant,['elephant'],?由?
1602,rhinoceros,[],?已?
1603,hippopotamus,[],?弛?
1604,mouse face,"['mouse', 'face']",?留?
1605,mouse,[],?由?
1606,rat,[],??
1607,hamster face,['face'],?留?
1608,rabbit face,"['rabbit', 'face']",?留?
1609,rabbit,['rabbit'],?由?
1610,chipmunk,['chipmunk'],?留?
1611,hedgehog,[],?已?
1612,bat,['bat'],?已?
1613,bear face,"['bear', 'face']",?留?
1614,koala,[],?留?
1615,panda face,"['panda', 'face']",?留?
1616,kangaroo,[],?弛?
1617,badger,['badger'],??
1618,paw prints,"['paw', 'prints']",?留?
1619,turkey,[],?已?
1620,chicken,['chicken'],?由?
1621,rooster,['rooster'],?由?
1622,hatching chick,"['hatching', 'chick']",?留?
1623,baby chick,"['baby', 'chick']",?留?
1624,front facing baby chick,"['front', 'facing', 'baby', 'chick']",?留?
1625,bird,['bird'],?留?
1626,penguin,[],?留?
1627,dove of peace,"['dove', 'peace']",?釉?
1628,eagle,[],?已?
1629,duck,['duck'],?已?
1630,swan,[],???
1631,owl,['owl'],?已?
1632,peacock,['peacock'],?弛?
1633,parrot,[],?弛?
1634,frog face,"['frog', 'face']",?留?
1635,crocodile,[],?由?
1636,turtle,[],?留?
1637,lizard,[],?已?
1638,snake,['snake'],?由?
1639,dragon face,"['dragon', 'face']",?留?
1640,dragon,['dragon'],?由?
1641,sauropod,['sauropod'],?已?
1642,t rex,[],?已?
1643,spouting whale,"['spouting', 'whale']",?留?
1644,whale,['whale'],?由?
1645,dolphin,['dolphin'],?留?
1646,fish,['fish'],?留?
1647,tropical fish,"['tropical', 'fish']",?留?
1648,blowfish,['blowfish'],?留?
1649,shark,[],?已?
1650,octopus,[],?由?
1651,spiral shell,"['spiral', 'shell']",?由?
1652,snail,['snail'],?由?
1653,butterfly,['butterfly'],?已?
1654,bug,['bug'],?留
1655,ant,['ant'],?留?
1656,honeybee,[],?留?
1657,lady beetle,[],?留?
1658,cricket,['cricket'],?弛
1659,spider,[],?鍮?
1660,spider web,[],?鍮?
1661,scorpion,['scorpion'],?已?
1662,mosquito,['mosquito'],?弛?
1663,microbe,[],?弛?
1664,bouquet,[],?裕?
1665,cherry blossom,['blossom'],???
1666,white flower,"['white', 'flower']",?裕?
1667,rosette,['rosette'],?琉?
1668,rose,[],???
1669,wilted flower,"['wilted', 'flower']",??
1670,hibiscus,[],???
1671,sunflower,['sunflower'],???
1672,blossom,['blossom'],???
1673,tulip,[],???
1674,seedling,['seedling'],???
1675,evergreen tree,"['evergreen', 'tree']",???
1676,deciduous tree,"['deciduous', 'tree']",???
1677,palm tree,['tree'],???
1678,cactus,['cactus'],???
1679,ear of rice,"['ear', 'rice']",???
1680,herb,['herb'],???
1681,shamrock,[],??
1682,four leaf clover,"['leaf', 'clover']",??
1683,maple leaf,"['maple', 'leaf']",???
1684,fallen leaf,['leaf'],???
1685,leaf fluttering in wind,"['leaf', 'fluttering', 'wind']",???
1686,grapes,['grapes'],???
1687,melon,[],???
1688,watermelon,['watermelon'],???
1689,tangerine,['tangerine'],???
1690,lemon,[],???
1691,banana,[],???
1692,pineapple,['pineapple'],???
1693,mango,[],??
1694,red apple,"['red', 'apple']",???
1695,green apple,"['green', 'apple']",???
1696,pear,[],???
1697,peach,[],???
1698,cherries,['cherries'],???
1699,strawberry,['strawberry'],???
1700,kiwifruit,[],?履?
1701,tomato,['tomato'],???
1702,coconut,[],???
1703,avocado,[],?履?
1704,aubergine,[],???
1705,potato,['potato'],?履?
1706,carrot,['carrot'],?履?
1707,ear of maize,"['ear', 'maize']",???
1708,hot pepper,"['hot', 'pepper']",???
1709,cucumber,[],?履?
1710,leafy green,[],??
1711,broccoli,['broccoli'],???
1712,mushroom,['mushroom'],???
1713,peanuts,['peanuts'],?履?
1714,chestnut,[],???
1715,bread,['bread'],???
1716,croissant,['croissant'],?履?
1717,baguette bread,[],?履?
1718,pretzel,[],???
1719,bagel,[],??
1720,pancakes,[],?履?
1721,cheese wedge,"['cheese', 'wedge']",??
1722,meat on bone,"['meat', 'bone']",???
1723,poultry leg,"['poultry', 'leg']",???
1724,cut of meat,"['cut', 'meat']",???
1725,bacon,[],?履?
1726,hamburger,['hamburger'],???
1727,french fries,"['french', 'fries']",???
1728,slice of pizza,"['slice', 'pizza']",???
1729,hot dog,"['hot', 'dog']",???
1730,sandwich,['sandwich'],???
1731,taco,[],???
1732,burrito,[],???
1733,stuffed flatbread,"['stuffed', 'flatbread']",?履?
1734,egg,['egg'],?履?
1735,cooking,['cooking'],???
1736,shallow pan of food,"['shallow', 'pan', 'food']",?履?
1737,pot of food,"['pot', 'food']",???
1738,bowl with spoon,['spoon'],???
1739,green salad,"['green', 'salad']",?履?
1740,popcorn,[],???
1741,salt shaker,['salt'],?彛?
1742,canned food,"['canned', 'food']",??
1743,bento box,[],???
1744,rice cracker,['cracker'],???
1745,rice ball,['ball'],???
1746,cooked rice,"['cooked', 'rice']",???
1747,curry and rice,"['curry', 'rice']",???
1748,steaming bowl,"['steaming', 'bowl']",???
1749,spaghetti,['spaghetti'],???
1750,roasted sweet potato,"['roasted', 'sweet', 'potato']",???
1751,oden,[],???
1752,sushi,[],???
1753,fried shrimp,"['fried', 'shrimp']",???
1754,fish cake with swirl design,"['fish', 'cake', 'swirl', 'design']",???
1755,moon cake,['cake'],??
1756,dango,[],???
1757,dumpling,['dumpling'],?履?
1758,fortune cookie,[],?履?
1759,takeout box,[],???
1760,crab,[],??
1761,lobster,[],?弛?
1762,shrimp,['shrimp'],?已?
1763,squid,['squid'],?已?
1764,soft ice cream,"['soft', 'ice', 'cream']",???
1765,shaved ice,"['shaved', 'ice']",???
1766,ice cream,"['ice', 'cream']",???
1767,doughnut,[],???
1768,cookie,[],???
1769,birthday cake,"['birthday', 'cake']",???
1770,shortcake,[],???
1771,cupcake,['cupcake'],?彛?
1772,pie,['pie'],???
1773,chocolate bar,"['chocolate', 'bar']",???
1774,candy,['candy'],???
1775,lollipop,[],???
1776,custard,['custard'],???
1777,honey pot,"['honey', 'pot']",???
1778,baby bottle,"['baby', 'bottle']",???
1779,glass of milk,"['glass', 'milk']",?履?
1780,hot beverage,"['hot', 'beverage']",??
1781,teacup without handle,['without handle'],???
1782,sake bottle and cup,"['sake', 'bottle', 'cup']",???
1783,bottle with popping cork,"['bottle', 'popping', 'cork']",???
1784,wine glass,"['wine', 'glass']",???
1785,cocktail glass,"['cocktail', 'glass']",???
1786,tropical drink,"['tropical', 'drink']",???
1787,beer mug,[],???
1788,clinking beer mugs,"['clinking', 'beer', 'mugs']",??
1789,clinking glasses,"['clinking', 'glasses']",?履?
1790,tumbler glass,"['tumbler', 'glass']",?履?
1791,cup with straw,['straw'],???
1792,chopsticks,[],???
1793,fork and knife with plate,"['fork', 'knife', 'plate']",???
1794,fork and knife,"['fork', 'knife']",???
1795,spoon,['spoon'],?履?
1796,hocho,['hocho'],?逾?
1797,amphora,['amphora'],?琉?
1798,earth globe europe africa,[],???
1799,earth globe americas,"['globe', 'americas']",???
1800,earth globe asia australia,[],???
1801,globe with meridians,"['globe', 'meridians']",???
1802,world map,"['world', 'map']",?肉?
1803,silhouette of japan,[],?肉?
1804,compass,[],???
1805,snow capped mountain,"['snow', 'capped', 'mountain']",?猷?
1806,mountain,['mountain'],??
1807,volcano,[],???
1808,mount fuji,[],?肉?
1809,camping,['camping'],?猷?
1810,beach with umbrella,"['beach', 'umbrella']",?猷?
1811,desert,[],?猷?
1812,desert island,['island'],?猷?
1813,national park,[],?猷?
1814,stadium,['stadium'],?猷?
1815,classical building,"['classical', 'building']",?猷?
